timestep,datetime,J,Cl mg/l,Q,ET,Q Cl mg/l,S_scale
3136,33575.00,0,0,1.919840782,0.125065299,8,5861.235372
3137,33576.00,0,0,1.828558659,0.097331327,,5966.762509
3138,33577.00,0,0,1.736824022,0.356356355,,6080.462666
3139,33578.00,0,0,1.520773743,0.294997722,,6361.518351
3140,33579.00,0,0,1.387986034,0.179951997,,6587.103694
3141,33580.00,0,0,1.319103352,0.194227909,,6708.252003
3142,33581.00,0,0,1.258717877,0.017497434,,6816.436952
3143,33582.00,0,0,1.198332402,0.172966409,7.8,6931.771227
3144,33583.00,0,0,1.068460894,0.095582087,,7179.245459
3145,33584.00,0,0,1.091086592,0.155533538,,7175.436849
3146,33585.00,0,0,1.078039106,0.179234685,,7189.960757
3147,33586.00,0,0,1.031681564,0.328403882,,7296.529954
3148,33587.00,2.467346575,3.561643836,1.024743017,0.260736471,,7321.055357
3149,33588.00,3.11729139,3.561643836,1.026100559,0.079928923,,7315.235466
3150,33589.00,26.81485336,3.561643836,2.415569832,0.126739345,8.1,5200.549424
3151,33590.00,28.54672423,8.767123288,5.38574581,0.36869568,,3510.225581
3152,33591.00,23.64868719,8.767123288,15.27315084,0.36352811,,2106.120657
3153,33592.00,32.16930904,8.767123288,11.41881285,0.473146025,,2436.89511
3154,33593.00,107.5936451,8.767123288,63.90867318,0.049547673,,292.0135458
3155,33594.00,1.42010364,8.767123288,24.84123184,0.150135459,,1215.532641
3156,33595.00,8.267975145,8.767123288,9.634148045,0.42594994,9.7,2845.056995
3157,33596.00,0,0,6.129301676,0.206272407,,3581.705747
3158,33597.00,2.587560575,31.50684932,4.32598324,0.398379969,,4217.093351
3159,33598.00,8.83436205,31.50684932,5.271460894,0.060505952,,3870.174665
3160,33599.00,0,0,3.664784916,0.188212549,,4526.310466
3161,33600.00,0,0,3.090896648,0.14360474,,4871.200408
3162,33601.00,1.42010364,31.50684932,2.848424581,0.080625196,,5035.561785
3163,33602.00,0.38507941,31.50684932,2.560625698,0.065481576,8.6,5247.648706
3164,33603.00,3.99544552,4.109589041,2.412452514,0.108360919,,5376.951149
3165,33604.00,8.5,4.109589041,2.396614525,0.229899844,,5407.243443
3166,33605.00,14.75,4.109589041,3.801393855,0.257740377,,4459.777914
3167,33606.00,30.5,4.109589041,9.833455307,0.238761931,,2625.128204
3168,33607.00,16.25,4.109589041,11.10605028,0.292078454,,2490.732257
3169,33608.00,48,4.109589041,34.32853911,0.243713942,,987.3673756
3170,33609.00,0,0,15.16203352,0.315540193,,2052.675502
3171,33610.00,1.5,4.109589041,7.529505587,0.295906573,9.2,3236.502133
3172,33611.00,12.25,4.109589041,6.087594972,0.255820152,,3632.548657
3173,33612.00,6,4.109589041,6.943701117,0,,3390.630843
3174,33613.00,0.75,4.109589041,4.935393855,0.117836488,,3980.29107
3175,33614.00,0,0,4.099298883,0.26894681,,4326.972778
3176,33615.00,0.25,4.109589041,3.613399441,0.117991252,,4565.722838
3177,33616.00,0,0,3.186553073,0.034301088,,4810.732177
3178,33617.00,0,0,2.83273743,0.194049914,8.5,5043.259883
3179,33618.00,0.25,3.493319926,2.526058659,0.207775888,,5276.691053
3180,33619.00,0,0,2.2815,0.247856102,,5487.198367
3181,33620.00,0,0,2.067963687,0.110680033,,5696.2914
3182,33621.00,0.25,7.94657377,1.872703911,0.158918924,,5909.672582
3183,33622.00,0.25,7.677743225,1.693106145,0.150981572,,6132.918096
3184,33623.00,0,0,1.537642458,0.040210104,,6347.358897
3185,33624.00,0,0,1.38750838,0.056822458,8.2,6582.939041
3186,33625.00,0,0,1.265027933,0.380713684,,6790.920002
3187,33626.00,0,0,1.213768156,0.309984853,,6905.895644
3188,33627.00,0,0,1.153030726,0.487467213,,7029.480834
3189,33628.00,11,1.643835616,1.472581006,0.374480549,,6418.66455
3190,33629.00,0,0,1.259094972,0.443071375,,6799.613645
3191,33630.00,0,0,1.131310056,0.568021795,,7069.826027
3192,33631.00,0,0,1.07022067,0.230722187,8.2,7206.704496
3193,33632.00,0,0,1.03127933,0.183934371,,7297.598932
3194,33633.00,0.25,8.630136986,0.991030726,0.772617169,,7396.199641
3195,33634.00,0,0,0.955357542,1.136960051,,7488.351187
3196,33635.00,0,0,0.917296089,0.795264478,,7589.204857
3197,33636.00,0.75,8.630136986,0.922776536,0.115883597,,7584.19663
3198,33637.00,13,8.630136986,1.264324022,0.577973745,,6902.805507
3199,33638.00,18.75,8.630136986,4.821108939,0.193045616,8.8,3909.611711
3200,33639.00,0,0,2.623776536,0.492095481,,5148.202224
3201,33640.00,0,0,1.968335196,0.664564712,,5790.531768
3202,33641.00,0,0,1.687122905,0.427141192,,6138.619557
3203,33642.00,0,0,1.550036313,0.838182625,,6333.351245
3204,33643.00,24.25,8.219178082,4.87649162,0.253021249,,3845.996687
3205,33644.00,4.5,8.219178082,3.645804469,0.520535334,,4520.544824
3206,33645.00,0.75,8.219178082,3.17850838,0.276722058,8.9,4806.921352
3207,33646.00,15.25,8.904109589,4.363013966,0.180114219,,4156.152395
3208,33647.00,7.5,8.904109589,6.112784916,0.439634858,,3612.484601
3209,33648.00,11.75,8.904109589,6.337583799,0.271458188,,3560.154203
3210,33649.00,2.5,8.904109589,6.064089385,0.719866677,,3600.44282
3211,33650.00,1.25,8.904109589,4.451455307,0.531708785,,4167.148949
3212,33651.00,10.5,8.904109589,3.951175978,0.412691246,,4419.874337
3213,33652.00,1.5,8.904109589,4.503670391,0.135295666,8.9,4143.068639
3214,33653.00,3.75,6.849315068,3.753980447,0.206156148,,4500.001217
3215,33654.00,0,0,3.329748603,0.695800834,,4722.615226
3216,33655.00,5,6.849315068,3.296815642,0.264735705,,4752.610893
3217,33656.00,12,6.849315068,3.147284916,0.26841666,,4857.128286
3218,33657.00,20.5,6.849315068,11.9877486,0.660927841,,2433.210434
3219,33658.00,0,0,5.959835196,0.54083418,,3635.652766
3220,33659.00,0,0,4.534164804,1.45157244,9.1,4133.711682
3221,33660.00,3.25,3.561643836,3.863891061,0.978141653,,4436.761701
3222,33661.00,17,3.561643836,4.977628492,0.64537272,,3903.287002
3223,33662.00,0.25,3.561643836,4.79546648,1.326978446,,3986.018327
3224,33663.00,0.75,3.561643836,3.706944134,0.944960574,,4516.719351
3225,33664.00,15.25,3.561643836,5.131181564,0.843495553,,3922.128054
3226,33665.00,9.5,3.561643836,4.374553073,1.010533072,,4219.811466
3227,33666.00,21.75,3.561643836,14.57059777,1.070459837,8,2164.876928
3228,33667.00,0.25,3.698630137,7.058187151,0.786071165,,3345.699293
3229,33668.00,9.75,3.698630137,5.785164804,0.692010687,,3715.027566
3230,33669.00,1,3.698630137,5.065768156,1.268283037,,3921.687203
3231,33670.00,9.25,3.698630137,5.080600559,0.87894561,,3949.558231
3232,33671.00,0,0,4.347,1.243334132,,4213.111845
3233,33672.00,10.25,3.698630137,4.096231844,0.770733322,,4389.926454
3234,33673.00,19,3.698630137,11.31664525,0.711762901,7.9,2565.251377
3235,33674.00,28,8.082191781,13.41955307,0.882040566,,2173.120359
3236,33675.00,34.25,8.082191781,22.26237989,0.667066612,,1673.35059
3237,33676.00,16.25,8.082191781,22.21076816,0.792057661,,1590.903605
3238,33677.00,12.75,8.082191781,10.51496648,0.99809097,,2724.052821
3239,33678.00,18.25,8.082191781,13.56435754,0.835366577,,2327.200575
3240,33679.00,1.5,8.082191781,9.510662011,0.89990354,,2864.731321
3241,33680.00,0.75,8.082191781,6.74698324,0.661470574,8.7,3432.499536
3242,33681.00,16,4.383561644,8.300689944,0.466783936,,3075.91295
3243,33682.00,0.5,4.383561644,6.296656425,1.010349136,,3549.597585
3244,33683.00,10.25,4.383561644,6.471050279,0.807064829,,3518.42615
3245,33684.00,47.75,4.383561644,14.2141676,0.744267525,,2122.122901
3246,33685.00,50.25,4.383561644,50.67487709,1.267460259,,446.4745112
3247,33686.00,23.25,4.383561644,17.11312291,0.993727427,,2010.091933
3248,33687.00,0,0,10.04394972,1.011795686,8.4,2766.285674
3249,33688.00,17.75,3.835616438,8.438480447,1.358171928,,3092.36631
3250,33689.00,7.75,3.835616438,9.128312849,1.175976892,,2930.591442
3251,33690.00,1.75,3.835616438,6.585360335,1.351831147,,3476.473671
3252,33691.00,1.25,3.835616438,5.358494413,1.105977508,,3837.699926
3253,33692.00,8,3.835616438,4.890796089,1.120746096,,4014.878232
3254,33693.00,6,3.835616438,4.604530726,0.398011487,,4121.849117
3255,33694.00,2.5,3.835616438,4.235706704,0.842488323,7.7,4270.450038
3256,33695.00,9,1.917808219,4.525818436,0.462335281,,4163.685616
3257,33696.00,1,1.917808219,4.323997207,0.184354595,,4222.542716
3258,33697.00,0,0,3.719916201,1.291857394,,4511.401588
3259,33698.00,0,0,3.333896648,1.44290677,,4723.415595
3260,33699.00,0,0,3.030259777,1.534083184,,4911.336423
3261,33700.00,7.5,1.917808219,3.698522346,1.67890175,,4523.991252
3262,33701.00,8,1.917808219,4.097740223,1.229512019,7.7,4317.498416
3263,33702.00,0,0,3.348578212,1.518013057,,4705.025357
3264,33703.00,0,0,2.92276257,3.698993931,,4981.10596
3265,33704.00,0,0,2.617416201,2.726684038,,5202.616112
3266,33705.00,2.75,12.60273973,2.377282123,3.029810799,,5410.242219
3267,33706.00,12.75,12.60273973,2.583930168,1.220102297,,5249.38973
3268,33707.00,12,12.60273973,4.206645251,0.982403887,,4265.588226
3269,33708.00,32.5,12.60273973,12.63630168,0.268216288,8.1,2245.203971
3270,33709.00,2.75,2.602739726,9.524715084,1.610030101,,2778.823194
3271,33710.00,7,2.602739726,5.904,1.679094149,,3662.551187
3272,33711.00,12.75,2.602739726,8.003086592,0.342551684,,3173.030081
3273,33712.00,0.25,2.602739726,5.891656425,0.205147103,,3664.650736
3274,33713.00,0.5,2.602739726,4.793354749,1.197363553,,4038.556042
3275,33714.00,0,0,4.042131285,2.940694176,,4350.701346
3276,33715.00,1.5,2.602739726,3.538081006,1.020327081,7.8,4606.268235
3277,33716.00,5.5,7.397260274,3.219134078,1.400445895,,4807.120942
3278,33717.00,1,7.397260274,2.99247486,1.773278141,,4915.749691
3279,33718.00,12,7.397260274,3.683337989,0.789412557,,4525.654757
3280,33719.00,9.25,7.397260274,4.022321229,2.533455389,,4361.401722
3281,33720.00,8,7.397260274,4.359997207,1.614550188,,4222.711701
3282,33721.00,5.25,7.397260274,3.710036313,2.24273428,,4521.281805
3283,33722.00,4.25,7.397260274,3.543335196,1.462931997,7.4,4608.926048
3284,33723.00,2.75,4.109589041,3.28047486,1.026922283,,4757.098771
3285,33724.00,31.25,4.109589041,7.92077933,0.820761144,,3046.520401
3286,33725.00,3,4.109589041,9.301097765,1.200074891,,2774.717309
3287,33726.00,2,4.109589041,5.615497207,1.476215972,,3745.539176
3288,33727.00,0,0,4.471290503,3.002141011,,4163.482101
3289,33728.00,2.25,4.109589041,3.88503352,0.881858819,,4434.289933
3290,33729.00,0.25,4.109589041,3.44551676,3.045283615,7.7,4651.227216
3291,33730.00,0.25,2.602739726,2.990287709,2.800765892,,4932.89599
3292,33731.00,1.75,2.602739726,2.730268156,1.16079479,,5120.311772
3293,33732.00,15.25,2.602739726,2.707089385,1.358181781,,5179.535844
3294,33733.00,14.25,2.602739726,5.14053352,0.890836797,,3892.113236
3295,33734.00,3,2.602739726,3.406248603,2.76009927,,4663.394973
3296,33735.00,21.75,2.602739726,3.507284916,2.147063845,,4815.88295
3297,33736.00,33.5,2.602739726,23.51071508,0.201914684,6.3,1439.177984
3298,33737.00,0,0,7.923268156,4.37134127,,3138.470823
3299,33738.00,0,0,5.188047486,4.143705085,,3880.30931
3300,33739.00,0,0,4.008444134,5.401150571,,4361.192551
3301,33740.00,0,0,3.380581006,5.423716897,,4692.502323
3302,33741.00,0,0,2.909916201,5.661996111,,4984.982006
3303,33742.00,0,0,2.516807263,5.682197115,,5279.248996
3304,33743.00,0,0,2.223553073,5.247254309,7.6,5539.751327
3305,33744.00,0,0,1.967555866,4.562419657,,5799.815389
3306,33745.00,0,0,1.73174581,4.981099,,6078.584879
3307,33746.00,0,0,1.535681564,5.401678272,,6347.883999
3308,33747.00,0,0,1.403296089,4.171272642,,6560.984166
3309,33748.00,0,0,1.328304469,3.289122864,,6688.460795
3310,33749.00,0,0,1.22925419,5.011998353,,6868.711656
3311,33750.00,0,0,1.137192737,6.553529989,,7056.480061
3312,33751.00,0,0,1.061949721,5.661580653,7.2,7222.973943
3313,33752.00,18.75,1.917808219,1.860460894,1.027501075,,5615.195346
3314,33753.00,3.5,1.917808219,1.324860335,1.685466985,,6670.125609
3315,33754.00,5.75,1.917808219,1.196195531,1.107923457,,6949.602327
3316,33755.00,1.5,1.917808219,1.213768156,2.951209795,,6888.38985
3317,33756.00,25,1.917808219,2.920072626,0.846064944,,4467.143584
3318,33757.00,1.25,1.917808219,2.318706704,3.288291703,6.9,5272.594576
3319,33758.00,15,1.095890411,2.444153631,2.250189711,,5168.292331
3320,33759.00,6,1.095890411,2.322226257,1.801862485,,5432.411686
3321,33760.00,7.25,1.095890411,2.526058659,0.847237934,,5275.956804
3322,33761.00,0,0,2.539935754,5.262190248,,5220.646719
3323,33762.00,0.5,1.095890411,1.973614525,3.103589452,,5794.350614
3324,33763.00,2.75,1.095890411,1.849851955,1.414820794,,5941.477651
3325,33764.00,4,1.095890411,1.77973743,2.983259075,7.6,6026.203056
3326,33765.00,0,0,1.627868715,4.053368085,,6221.338575
3327,33766.00,0,0,1.495282123,5.059662241,,6412.402859
3328,33767.00,0,0,1.387231844,5.851957034,,6588.126724
3329,33768.00,0,0,1.307589385,6.91864216,,6725.400414
3330,33769.00,0,0,1.24423743,3.866889333,,6845.628008
3331,33770.00,0,0,1.226664804,1.361087195,,6877.452817
3332,33771.00,0.25,0.362243188,1.148379888,4.176236515,7.5,7035.00158
3333,33772.00,0,0,1.089427374,5.312964192,,7161.662492
3334,33773.00,0,0,1.041234637,4.396289781,,7274.008772
3335,33774.00,0,0,1.006944134,4.271202416,,7356.171279
3336,33775.00,0,0,0.961692737,6.096426818,,7472.539322
3337,33776.00,0,0,0.930620112,3.657323834,,7551.530568
3338,33777.00,0,0,0.902539106,3.957567716,,7631.222202
3339,33778.00,0,0,0.881949721,2.839877847,7.3,7691.337746
3340,33779.00,0,0,0.860857542,3.682002799,,7752.349788
3341,33780.00,0,0,0.847055866,5.728195797,,7791.691638
3342,33781.00,0,0,0.821715084,4.996847615,,7871.239093
3343,33782.00,0,0,0.799290503,5.532226657,,7943.589969
3344,33783.00,0,0,0.774955307,5.172801333,,8021.269706
3345,33784.00,2.25,5.616438356,0.766005587,5.080878119,,8058.925378
3346,33785.00,5.75,5.616438356,0.824581006,3.758375079,7.2,7857.878664
3347,33786.00,0.5,1.232876712,0.76427095,0.86781445,,8054.366123
3348,33787.00,8,1.232876712,0.72749162,2.836548171,,8216.000294
3349,33788.00,13,1.232876712,1.089175978,0.696343572,,7174.830158
3350,33789.00,3.5,1.232876712,0.955885475,1.651627741,,7453.425465
3351,33790.00,0,0,0.771410615,2.583950379,,8022.460009
3352,33791.00,0,0,0.686639665,6.231451266,,8330.283497
3353,33792.00,0,0,0.656371508,2.822264354,7.3,8465.334859
3354,33793.00,7.25,1.506849315,0.65775419,2.065174706,,8453.633449
3355,33794.00,5.75,1.506849315,0.717108939,0.547637371,,8212.020813
3356,33795.00,0.5,1.506849315,0.608203911,3.649168853,,8657.774207
3357,33796.00,18.25,1.506849315,1.010136872,1.512672988,,7328.964746
3358,33797.00,3.25,1.506849315,1.109036313,3.906848549,,7016.54218
3359,33798.00,29.5,1.506849315,3.216418994,1.783846051,,4582.160313
3360,33799.00,1,1.506849315,2.509793296,4.519995931,6.9,5030.114154
3361,33800.00,0.25,5.479452055,1.312692737,3.471098679,,6692.288684
3362,33801.00,3.25,5.479452055,1.096064246,2.420432546,,7143.679331
3363,33802.00,6.25,5.479452055,1.211178771,3.100185385,,6907.860126
3364,33803.00,7.25,5.479452055,1.261835196,2.169065806,,6818.806159
3365,33804.00,6.25,5.479452055,1.534826816,4.306392896,,6345.610386
3366,33805.00,0.75,5.479452055,1.26972905,1.175497932,,6790.634365
3367,33806.00,3,5.479452055,1.199639665,4.060816506,6.9,6928.290444
3368,33807.00,0.25,4.657534247,1.088094972,4.625861725,,7161.407329
3369,33808.00,5.25,4.657534247,1.115396648,2.443346355,,7111.404624
3370,33809.00,0.5,4.657534247,1.058329609,2.549077162,,7229.291448
3371,33810.00,2.75,4.657534247,1.025698324,1.274140168,,7317.156256
3372,33811.00,8.5,4.657534247,1.050812849,2.427732343,,7257.735436
3373,33812.00,0.75,4.657534247,1.083444134,3.365905264,,7167.478769
3374,33813.00,0,0,0.943541899,4.416630422,7,7512.869488
3375,33814.00,0,0,0.898944134,2.19624811,,7641.883246
3376,33815.00,0,0,0.844441341,5.300937214,,7796.386172
3377,33816.00,0,0,0.808164804,5.720329288,,7910.885077
3378,33817.00,8.5,6.02739726,0.922550279,2.164916209,,7571.577672
3379,33818.00,6.75,6.02739726,0.855527933,1.739742286,,7781.607056
3380,33819.00,4,6.02739726,1.037840782,2.280048938,,7277.511875
3381,33820.00,18.5,6.02739726,1.039675978,2.518165969,7.1,7495.848492
3382,33821.00,26.5,1.780821918,7.898002793,1.506267005,,3035.748339
3383,33822.00,0,0,2.96326257,3.343884576,,4906.31376
3384,33823.00,12.5,1.780821918,2.232226257,2.112055342,,5572.609283
3385,33824.00,54,1.780821918,26.47503352,0.192198492,,1264.838985
3386,33825.00,1.25,1.780821918,9.378653631,1.018403274,,2849.843388
3387,33826.00,0.5,1.780821918,5.580452514,2.824309543,,3743.388261
3388,33827.00,16.5,1.780821918,4.526145251,2.37187636,7.4,4192.062708
3389,33828.00,25.25,2.191780822,17.80162291,3.054404198,,1818.866962
3390,33829.00,11.25,2.191780822,8.586955307,0.946842745,,3047.259248
3391,33830.00,0.25,2.191780822,6.310910615,4.323021033,,3527.830962
3392,33831.00,16.5,2.191780822,5.619368715,2.70069243,,3778.532808
3393,33832.00,0,0,5.678120112,3.070908602,,3681.714334
3394,33833.00,4,2.191780822,4.291340782,3.034406453,,4236.437437
3395,33834.00,0,0,3.496625698,3.005306556,7.1,4624.657444
3396,33835.00,0,0,2.940913408,4.66045687,,4961.454853
3397,33836.00,0,0,2.522840782,4.182008378,,5274.668409
3398,33837.00,0,0,2.219756983,2.587775095,,5543.851091
3399,33838.00,5.25,3.97260274,2.095315642,0.809461738,,5673.250528
3400,33839.00,12.5,3.97260274,2.481134078,1.562105388,,5281.969271
3401,33840.00,10,3.97260274,2.605298883,1.521510247,,5230.283752
3402,33841.00,3,3.97260274,3.205181564,2.333369336,6.7,4761.201992
3403,33842.00,10.5,4.109589041,3.048134078,0.579604053,,4899.59087
3404,33843.00,50.5,4.109589041,28.01006145,0.391606003,,1250.958167
3405,33844.00,5.25,4.109589041,11.13289944,1.810020964,,2567.573735
3406,33845.00,13.5,4.109589041,6.561351955,2.133897827,,3509.871924
3407,33846.00,32,4.109589041,16.77353631,0.680422361,,2056.502541
3408,33847.00,3.5,4.109589041,10.36860335,2.213916371,,2691.375825
3409,33848.00,13.5,4.109589041,7.116134078,2.255756481,7.1,3374.010844
3410,33849.00,18.25,4.794520548,10.16781285,0.946047363,,2805.588739
3411,33850.00,40.75,4.794520548,20.86021508,1.1203175,,1709.674543
3412,33851.00,3.75,4.794520548,15.95046369,1.116361682,,1999.401637
3413,33852.00,0,0,8.173860335,1.984385468,,3100.112742
3414,33853.00,20,4.794520548,8.620441341,0.55972669,,3032.861085
3415,33854.00,3.75,4.794520548,8.248851955,2.053109832,,3068.836404
3416,33855.00,5.5,4.794520548,6.109969274,1.779799119,6.8,3606.32162
3417,33856.00,5,4.794520548,5.67827095,1.028667096,,3742.456428
3418,33857.00,0.25,4.794520548,4.578360335,1.0312321,,4121.198526
3419,33858.00,29.5,4.794520548,7.308377095,1.358404389,,3328.656159
3420,33859.00,40,4.794520548,13.9846676,2.099029884,,2234.426582
3421,33860.00,7,4.794520548,25.32376257,1.216827009,,1173.716435
3422,33861.00,10.25,4.794520548,9.939544693,1.055039117,,2801.283004
3423,33862.00,5.75,4.794520548,7.334346369,0.327678052,7.1,3303.511356
3424,33863.00,0.25,3.01369863,5.744740223,2.635405217,,3711.335124
3425,33864.00,0.75,3.01369863,4.761653631,0.425761663,,4051.429206
3426,33865.00,0.75,3.01369863,4.077678771,1.190044078,,4335.415252
3427,33866.00,5,3.01369863,3.60527933,1.53591558,,4581.92921
3428,33867.00,3,3.01369863,3.488907821,1.998125525,,4626.724978
3429,33868.00,9.5,3.01369863,3.312905028,0.181000535,,4773.692454
3430,33869.00,0.25,3.01369863,3.621594972,0.533181372,6.9,4526.462914
3431,33870.00,0,0,2.99775419,1.426181775,,4928.401919
3432,33871.00,6.75,4.109589041,2.953860335,0.810456286,,4971.291705
3433,33872.00,0.25,4.109589041,2.711312849,1.905436764,,5131.815059
3434,33873.00,1.75,4.109589041,2.544812849,0.434006696,,5268.655956
3435,33874.00,0.25,4.109589041,2.40526257,0.9476192,,5379.697453
3436,33875.00,0.25,4.109589041,2.223703911,2.269589824,,5543.078048
3437,33876.00,2.25,4.109589041,2.098885475,0.378375819,7,5671.750374
3438,33877.00,3,1.780821918,2.07751676,0.650231534,,5691.186238
3439,33878.00,0.75,1.780821918,1.900835196,0.971472212,,5879.852818
3440,33879.00,23.75,1.780821918,4.473603352,0.272487955,,4066.657685
